xdid	similar_grid_pct	reused_clues	reused_answers	total_clues	matches
ch1998-04-09	0	41	76	78	
ch1998-04-10	0	47	74	76	
ch1998-04-11	0	35	67	72	
ch1998-04-12	0	79	141	142	
ch1998-04-13	0	44	76	78	
ch1998-04-14	0	48	76	78	
ch1998-04-15	62	60	78	78	ch1998-02-19=62
ch1998-04-16	0	42	73	76	
ch1998-04-17	0	48	76	78	
ch1998-04-18	0	26	69	70	
ch1998-04-20	0	48	74	76	
ch1998-04-21	0	42	76	78	
ch1998-04-22	0	50	73	78	
ch1998-04-24	0	52	75	76	
ch1998-04-25	0	33	69	70	
ch1998-04-27	0	50	77	78	
ch1998-04-28	0	53	72	78	
ch1998-04-29	0	57	77	78	
ch1998-04-30	0	48	75	78	
ch1998-05-01	0	40	69	74	
ch1998-05-02	0	36	70	72	
ch1998-05-03	0	93	133	142	
ch1998-05-04	0	47	76	78	
ch1998-05-05	0	44	78	78	
ch1998-05-06	0	52	75	76	
ch1998-05-07	0	46	74	76	
ch1998-05-08	0	44	73	76	
ch1998-05-09	0	38	71	72	
ch1998-05-10	0	73	136	142	
ch1998-05-11	0	47	74	76	
ch1998-05-13	0	47	74	78	
ch1998-05-14	0	36	72	74	
ch1998-05-15	0	41	72	76	
ch1998-05-17	0	73	134	142	
ch1998-05-18	0	45	77	78	
ch1998-05-19	0	51	78	78	
ch1998-05-20	0	44	74	78	
ch1998-05-21	0	46	76	78	
ch1998-05-22	0	52	75	78	
ch1998-05-23	0	35	68	70	
ch1998-05-24	0	71	134	142	
ch1998-05-25	0	49	74	76	
ch1998-05-26	0	49	75	78	
ch1998-05-27	0	47	76	78	
ch1998-05-28	0	43	73	78	
ch1998-05-29	0	44	77	78	
ch1998-05-30	0	39	70	72	
ch1998-05-31	0	74	135	142	
ch1998-06-01	0	57	77	78	
ch1998-06-02	0	47	74	74	
ch1998-06-03	0	48	75	78	
ch1998-06-04	0	54	76	78	
ch1998-06-05	0	49	73	78	
ch1998-06-06	0	33	66	72	
ch1998-06-07	0	77	136	142	
ch1998-06-08	0	51	76	76	
ch1998-06-09	0	40	73	74	
ch1998-06-10	0	41	73	76	
ch1998-06-11	0	53	76	78	
ch1998-06-12	0	46	77	80	
ch1998-06-13	0	34	68	70	
ch1998-06-14	0	65	138	142	
ch1998-06-15	0	47	73	78	
ch1998-06-16	0	43	73	78	
ch1998-06-17	0	43	76	78	
ch1998-06-18	0	49	76	76	
ch1998-06-19	0	49	74	78	
ch1998-06-20	0	35	69	72	
ch1998-06-21	0	73	138	140	
ch1998-06-22	0	46	73	76	
ch1998-06-23	0	51	77	78	
ch1998-06-24	0	42	69	74	
ch1998-06-25	0	49	75	78	
ch1998-06-26	0	47	76	78	
ch1998-06-27	0	37	65	70	
ch1998-06-28	0	78	131	140	
ch1998-06-29	0	51	75	76	
ch1998-06-30	0	45	75	78	
ch1998-07-01	0	45	73	78	
ch1998-07-02	0	50	76	78	
ch1998-07-03	0	45	72	76	
ch1998-07-04	0	34	65	70	
ch1998-07-05	0	91	134	142	
ch1998-07-06	0	54	76	78	
ch1998-07-07	0	48	69	74	
ch1998-07-08	0	37	71	74	
ch1998-07-09	0	52	76	78	
ch1998-07-10	0	51	75	76	
ch1998-07-12	0	88	133	140	
ch1998-07-18	0	40	71	72	
ch1998-07-19	0	74	138	142	
ch1998-07-20	0	49	73	78	
ch1998-07-21	0	53	78	78	
ch1998-07-22	0	57	73	78	
ch1998-07-23	0	45	72	76	
ch1998-07-24	0	59	77	78	
ch1998-07-26	0	91	143	148	
ch1998-08-02	0	91	143	148	
ch1998-08-09	0	93	133	142	
ch1998-08-16	0	83	138	142	
ch1998-08-23	0	84	137	142	
ch1998-08-29	0	48	69	74	
ch1998-08-30	0	69	134	142	
ch1998-08-31	0	45	77	78	
ch1998-09-01	0	46	80	80	
ch1998-09-02	0	57	76	78	
ch1998-09-03	0	58	76	78	
ch1998-09-04	0	41	74	78	
ch1998-09-12	0	36	66	70	
ch1998-09-14	0	46	73	74	
ch1998-09-15	0	49	77	78	
ch1998-09-16	0	52	77	78	
ch1998-09-17	0	53	73	78	
ch1998-09-18	0	46	73	76	
ch1998-09-19	0	40	67	72	
ch1998-09-20	0	95	129	142	
ch1998-09-21	0	47	77	78	
ch1998-09-22	0	55	78	78	
ch1998-09-23	0	49	75	78	
ch1998-09-25	0	58	74	78	
ch1998-09-27	0	87	141	142	
ch1998-10-04	0	85	133	142	
ch1998-10-11	0	83	135	140	
ch1998-10-18	0	78	133	142	
ch1998-10-25	0	75	132	142	
ch1998-11-01	0	84	128	142	
ch1998-11-08	0	71	136	142	
ch1998-11-15	0	90	135	142	
ch1998-11-22	0	88	133	142	
ch1998-11-29	0	87	140	146	
ch1998-12-06	0	89	134	142	
ch1998-12-13	0	91	135	142	
ch1998-12-20	0	72	134	142	
ch1999-01-03	0	85	135	142	
ch1999-01-10	0	85	141	142	
ch1999-01-11	0	50	72	74	
ch1999-01-12	0	49	73	76	
ch1999-01-13	0	49	74	76	
ch1999-01-14	0	44	72	74	
ch1999-01-15	0	59	74	78	
ch1999-01-17	0	75	130	140	
ch1999-01-25	0	53	76	78	
ch1999-01-26	30	48	79	80	nyt1984-08-08=30
ch1999-01-27	0	50	73	78	
ch1999-01-28	0	56	75	78	
ch1999-01-29	0	58	76	78	
ch1999-01-30	0	42	73	76	
ch1999-02-01	0	50	75	78	
ch1999-02-02	0	48	73	74	
ch1999-02-03	0	56	76	78	
ch1999-02-04	0	54	75	78	
ch1999-02-05	0	46	73	78	
ch1999-02-06	0	35	67	72	
ch1999-02-08	0	57	76	78	
ch1999-02-09	0	52	75	76	
ch1999-02-10	0	53	77	78	
ch1999-02-11	0	55	75	76	
ch1999-02-12	0	57	75	78	
ch1999-02-13	0	40	64	72	
ch1999-02-15	0	51	71	76	
ch1999-02-16	0	54	75	78	
ch1999-02-17	0	54	72	76	
ch1999-02-18	0	57	76	78	
ch1999-02-19	0	53	75	76	
ch1999-02-20	0	39	69	72	
ch1999-02-22	0	54	78	78	
ch1999-02-23	53	55	76	78	nyt1993-04-28=27 ch1997-04-09=26
ch1999-02-24	0	62	77	78	
ch1999-02-25	0	54	77	78	
ch1999-02-26	0	44	71	74	
ch1999-02-27	0	41	70	72	
ch1999-03-01	0	50	72	76	
ch1999-03-02	0	56	77	78	
ch1999-03-03	0	48	72	78	
ch1999-03-04	0	48	73	76	
ch1999-03-05	0	45	72	76	
ch1999-03-06	0	35	71	72	
ch1999-03-08	0	51	72	76	
ch1999-03-09	0	44	72	74	
ch1999-03-10	0	62	77	78	
ch1999-03-11	0	56	73	76	
ch1999-03-12	0	55	76	78	
ch1999-03-13	0	44	71	72	
ch1999-03-15	0	50	78	78	
ch1999-03-16	0	56	78	80	
ch1999-03-17	0	48	73	78	
ch1999-03-18	0	53	74	78	
ch1999-03-19	0	56	77	78	
ch1999-03-20	0	39	66	72	
ch1999-03-22	0	55	77	78	
ch1999-03-23	0	56	75	78	
ch1999-03-24	0	55	77	78	
ch1999-03-25	0	42	73	74	
ch1999-03-26	0	55	76	78	
ch1999-04-05	0	56	78	78	
ch1999-04-06	0	55	77	78	
ch1999-04-07	0	51	78	78	
ch1999-04-08	0	44	74	76	
ch1999-04-09	0	58	76	78	
ch1999-04-10	0	33	65	70	
ch1999-04-12	0	49	74	76	
ch1999-04-13	0	51	72	74	
ch1999-04-14	0	61	76	78	
ch1999-04-15	0	57	77	78	
ch1999-04-16	0	52	71	74	
ch1999-04-20	0	57	77	78	
ch1999-04-21	0	59	75	78	
ch1999-04-26	0	62	76	76	
ch1999-04-27	0	58	78	78	
ch1999-04-28	0	59	77	78	
ch1999-04-29	0	51	75	76	
ch1999-04-30	0	54	75	76	
ch1999-05-03	0	56	72	78	
ch1999-05-04	0	54	77	78	
ch1999-05-05	0	62	77	78	
ch1999-05-07	0	49	69	74	
ch1999-05-08	0	47	70	72	
ch1999-05-10	0	53	75	78	
ch1999-05-11	0	44	71	74	
ch1999-05-12	0	49	70	76	
ch1999-05-13	0	53	75	76	
ch1999-05-14	0	59	77	78	
ch1999-05-15	0	38	67	72	
ch1999-05-17	0	59	77	78	
ch1999-05-18	0	54	75	78	
ch1999-05-19	0	44	69	74	
ch1999-05-20	0	58	78	78	
ch1999-05-21	0	44	73	76	
ch1999-05-22	0	40	70	70	
ch1999-05-24	0	49	70	74	
ch1999-05-25	0	52	72	78	
ch1999-05-26	0	56	73	78	
ch1999-05-27	0	59	77	78	
ch1999-05-28	0	54	72	76	
ch1999-05-29	0	39	62	70	
ch1999-05-31	0	60	75	76	
ch1999-06-01	0	58	75	78	
ch1999-06-02	0	57	73	76	
ch1999-06-03	0	54	75	78	
ch1999-06-04	0	57	76	78	
ch1999-06-05	0	42	71	72	
ch1999-06-07	0	59	78	78	
ch1999-06-08	0	50	78	78	
ch1999-06-09	0	60	76	78	
ch1999-06-10	0	52	75	78	
ch1999-06-11	0	43	70	74	
ch1999-06-12	0	34	63	66	
ch1999-06-14	0	59	78	78	
ch1999-06-15	0	60	78	78	
ch1999-06-16	0	55	71	74	
ch1999-06-17	0	58	77	78	
ch1999-06-18	0	52	74	78	
ch1999-06-19	0	40	70	72	
ch1999-06-21	0	44	70	72	
ch1999-06-22	25	62	76	76	cs1998-10-17=25
ch1999-06-23	0	40	75	78	
ch1999-06-24	0	46	72	74	
ch1999-06-25	0	49	75	78	
ch1999-06-26	0	35	64	70	
ch1999-06-28	0	56	75	78	
ch1999-06-29	0	53	73	78	
ch1999-06-30	0	48	74	78	
ch1999-07-01	0	60	75	78	
ch1999-07-02	0	48	73	76	
ch1999-07-03	0	43	69	72	
ch1999-07-05	0	43	73	76	
ch1999-07-06	0	50	76	76	
ch1999-07-07	0	50	72	76	
ch1999-07-08	0	50	77	78	
ch1999-07-09	0	45	77	78	
ch1999-07-10	0	41	69	70	
ch1999-07-12	0	51	75	78	
ch1999-07-13	0	55	76	76	
ch1999-07-14	0	63	77	78	
ch1999-07-15	0	37	72	74	
ch1999-07-16	0	55	74	78	
ch1999-07-17	0	41	70	72	
ch1999-07-20	0	56	73	76	
ch1999-07-21	27	60	76	78	nyt1980-09-29=27
ch1999-07-22	0	56	76	78	
ch1999-07-23	0	56	74	78	
ch1999-07-24	0	38	69	70	
ch1999-07-26	0	63	77	78	
ch1999-07-27	0	59	75	78	
ch1999-07-28	0	47	76	76	
ch1999-07-29	0	54	76	78	
ch1999-07-31	0	43	67	70	
ch1999-08-02	0	61	77	78	
ch1999-08-03	0	57	78	78	
ch1999-08-04	0	42	70	76	
ch1999-08-05	0	50	77	78	
ch1999-08-06	0	51	69	74	
ch1999-08-07	0	40	64	70	
ch1999-08-09	0	54	78	78	
ch1999-08-10	0	58	77	78	
ch1999-08-11	0	58	77	78	
ch1999-08-12	0	49	75	76	
ch1999-08-13	0	47	75	78	
ch1999-08-14	0	42	64	70	
ch1999-08-16	0	58	76	78	
ch1999-08-17	0	51	73	74	
ch1999-08-19	0	60	77	78	
ch1999-08-20	0	46	74	74	
ch1999-08-21	0	38	63	68	
ch1999-08-23	0	66	78	78	
ch1999-08-24	0	49	71	74	
ch1999-08-25	0	48	70	74	
ch1999-08-26	0	58	76	78	
ch1999-08-27	0	61	72	78	
ch1999-08-28	0	38	64	70	
ch1999-08-30	0	58	77	78	
ch1999-08-31	0	52	71	78	
ch1999-09-01	0	48	72	76	
ch1999-09-02	0	58	74	78	
ch1999-09-03	0	54	76	78	
ch1999-09-04	0	29	59	68	
ch1999-09-06	0	63	78	78	
ch1999-09-07	0	57	75	78	
ch1999-09-08	0	53	76	78	
ch1999-09-09	0	51	75	78	
ch1999-09-10	0	49	70	74	
ch1999-09-11	0	39	65	70	
ch1999-09-12	0	103	140	144	
ch1999-09-13	0	56	75	78	
ch1999-09-14	0	55	75	76	
ch1999-09-15	0	53	77	78	
ch1999-09-16	0	57	73	78	
ch1999-09-17	0	60	77	78	
ch1999-09-18	0	40	68	72	
ch1999-09-19	0	95	136	142	
ch1999-09-21	0	53	73	74	
ch1999-09-22	0	50	72	74	
ch1999-09-23	0	62	76	80	
ch1999-09-24	0	52	75	76	
ch1999-09-25	26	39	65	68	ch1997-02-12=26
ch1999-09-26	0	94	132	142	
ch1999-09-27	0	50	74	76	
ch1999-09-28	0	54	74	78	
ch1999-09-29	0	56	76	78	
ch1999-09-30	0	51	75	78	
ch1999-10-01	0	49	72	78	
ch1999-10-02	0	46	70	72	
ch1999-10-03	0	94	134	142	
ch1999-10-04	0	62	76	78	
ch1999-10-05	0	62	78	78	
ch1999-10-06	0	60	74	78	
ch1999-10-07	0	57	74	76	
ch1999-10-08	0	54	70	78	
ch1999-10-09	0	36	62	70	
ch1999-10-10	0	91	137	142	
ch1999-10-11	0	56	76	78	
ch1999-10-12	0	45	71	74	
ch1999-10-13	0	60	77	78	
ch1999-10-14	0	54	75	78	
ch1999-10-15	0	53	72	74	
ch1999-10-16	0	37	65	72	
ch1999-10-17	0	90	132	142	
ch1999-10-18	0	57	77	78	
ch1999-10-19	0	53	74	76	
ch1999-10-20	0	50	74	76	
ch1999-10-21	0	59	73	76	
ch1999-10-22	0	50	76	76	
ch1999-10-23	0	39	69	70	
ch1999-10-25	0	50	70	74	
ch1999-10-26	0	53	72	76	
ch1999-10-27	0	55	76	78	
ch1999-10-28	0	55	74	78	
ch1999-10-29	0	50	78	78	
ch1999-10-30	0	48	69	72	
ch1999-10-31	0	90	135	142	
ch1999-11-01	0	53	68	72	
ch1999-11-02	0	47	73	76	
ch1999-11-03	0	51	76	78	
ch1999-11-04	0	54	73	76	
ch1999-11-05	0	44	65	72	
ch1999-11-15	0	58	77	78	
ch1999-11-16	0	62	75	76	
ch1999-11-17	0	57	78	78	
ch1999-11-18	0	47	73	76	
ch1999-11-19	0	60	74	78	
ch1999-11-20	0	42	66	72	
ch1999-11-21	0	86	136	144	
ch1999-11-22	0	59	76	78	
ch1999-11-23	0	54	75	78	
ch1999-11-24	0	54	76	78	
ch1999-11-25	0	55	74	78	
ch1999-11-26	0	49	71	78	
ch1999-11-27	0	38	64	72	
ch1999-11-28	0	96	140	142	
ch1999-11-29	0	55	77	78	
ch1999-11-30	0	55	74	78	
ch1999-12-01	0	53	72	76	
ch1999-12-02	0	55	75	78	
ch1999-12-03	0	53	77	78	
ch1999-12-04	0	41	68	70	
ch1999-12-05	0	86	134	142	
ch1999-12-06	0	45	71	74	
ch1999-12-07	0	57	78	78	
ch1999-12-08	0	62	78	78	
ch1999-12-09	0	55	75	78	
ch1999-12-10	0	53	69	76	
ch1999-12-11	0	40	70	70	
ch1999-12-12	0	105	137	144	
ch1999-12-13	0	57	78	78	
ch1999-12-14	0	49	73	74	
ch1999-12-15	0	52	73	78	
ch1999-12-16	0	57	77	78	
ch1999-12-17	0	56	72	78	
ch1999-12-19	0	103	135	142	
ch1999-12-26	0	93	138	144	
ch2000-01-02	0	94	131	142	
ch2000-01-03	0	59	74	78	
ch2000-01-04	0	54	77	78	
ch2000-01-05	0	53	74	78	
ch2000-01-06	0	58	76	78	
ch2000-01-07	0	56	77	78	
ch2000-01-08	0	48	69	72	
ch2000-01-09	0	92	132	142	
ch2000-01-10	0	52	77	78	
ch2000-01-11	0	60	75	78	
ch2000-01-12	0	62	78	78	
ch2000-01-13	0	57	78	78	
ch2000-01-14	0	56	75	76	
ch2000-01-15	36	47	72	72	ch1997-02-12=36
ch2000-01-16	0	91	128	138	
ch2000-01-17	0	53	75	78	
ch2000-01-18	0	57	77	78	
ch2000-01-19	0	52	74	76	
ch2000-01-20	0	60	78	78	
ch2000-01-21	0	57	76	78	
ch2000-01-22	0	49	67	72	
ch2000-01-23	0	86	138	142	
ch2000-01-24	0	55	74	76	
ch2000-01-25	0	59	76	78	
ch2000-01-26	0	61	77	78	
ch2000-01-27	0	53	74	78	
ch2000-01-28	0	61	77	78	
ch2000-01-29	0	43	67	70	
ch2000-01-30	0	93	136	142	
ch2000-01-31	0	43	72	74	
ch2000-02-01	0	59	76	78	
ch2000-02-02	0	55	78	78	
ch2000-02-04	0	59	74	78	
ch2000-02-06	0	80	125	138	
ch2000-02-07	0	54	74	78	
ch2000-02-08	0	59	75	78	
ch2000-02-09	0	48	76	78	
ch2000-02-10	0	52	77	78	
ch2000-02-11	0	52	72	78	
ch2000-02-12	0	37	65	70	
ch2000-02-13	0	79	134	142	
ch2000-02-15	0	49	75	76	
ch2000-02-16	0	60	77	78	
ch2000-02-17	0	52	73	74	
ch2000-02-18	0	52	76	76	
ch2000-02-19	0	41	67	70	
ch2000-02-20	0	84	128	140	
ch2000-02-21	0	57	76	78	
ch2000-02-22	0	56	78	78	
ch2000-02-23	0	49	71	74	
ch2000-02-25	0	45	74	78	
ch2000-02-26	0	40	66	70	
ch2000-02-27	0	97	134	142	
ch2000-03-05	0	107	137	142	
ch2000-03-06	0	47	72	74	
ch2000-03-07	0	59	78	78	
ch2000-03-08	0	54	75	78	
ch2000-03-09	27	59	78	78	usa1996-06-28=27
ch2000-03-10	0	62	75	78	
ch2000-03-11	0	37	66	70	
ch2000-03-12	0	100	133	140	
ch2000-03-13	0	62	78	78	
ch2000-03-14	0	49	70	74	
ch2000-03-19	0	94	134	142	
ch2000-03-20	0	64	79	80	
ch2000-03-21	0	41	74	78	
ch2000-03-22	0	53	75	76	
ch2000-03-23	0	57	72	76	
ch2000-03-24	0	66	73	78	
ch2000-03-25	0	50	69	72	
ch2000-03-26	0	99	132	142	
ch2000-03-27	0	62	76	78	
ch2000-03-28	0	61	76	76	
ch2000-03-29	0	50	73	76	
ch2000-03-30	0	54	75	78	
ch2000-03-31	0	38	70	74	
ch2000-04-01	0	44	65	70	
ch2000-04-02	0	97	133	142	
ch2000-04-03	0	53	76	76	
ch2000-04-04	0	55	77	78	
ch2000-04-05	0	63	77	78	
ch2000-04-06	0	45	76	78	
ch2000-04-07	0	57	73	78	
ch2000-04-08	0	43	61	68	
ch2000-04-09	0	90	126	140	
ch2000-04-10	0	52	73	74	
ch2000-04-11	0	55	74	78	
ch2000-04-12	0	60	75	78	
ch2000-04-13	0	59	75	78	
ch2000-04-14	0	58	74	78	
ch2000-04-15	0	43	70	72	
ch2000-04-16	0	86	130	140	
ch2000-04-17	0	62	75	76	
ch2000-04-18	0	59	75	78	
ch2000-04-19	0	61	76	78	
ch2000-04-20	0	47	75	76	
ch2000-04-21	0	48	72	74	
ch2000-04-22	0	36	62	66	
ch2000-04-23	0	97	135	142	
ch2000-04-24	0	68	78	78	
ch2000-04-25	0	59	77	78	
ch2000-04-26	0	50	74	76	
ch2000-04-27	0	52	76	78	
ch2000-04-28	0	55	77	78	
ch2000-04-29	0	45	68	70	
ch2000-04-30	0	86	134	142	
ch2000-05-01	0	61	75	76	
ch2000-05-02	0	54	76	78	
ch2000-05-03	26	65	78	78	nyt1987-08-27=26
ch2000-05-04	0	57	76	78	
ch2000-05-05	0	59	73	78	
ch2000-05-06	0	37	65	70	
ch2000-05-07	0	98	132	142	
ch2000-05-08	0	61	74	78	
ch2000-05-09	0	51	71	74	
ch2000-05-10	0	63	77	78	
ch2000-05-14	0	89	132	142	
ch2000-05-15	0	45	70	74	
ch2000-05-16	0	58	74	78	
ch2000-05-17	0	51	71	74	
ch2000-05-18	0	57	74	74	
ch2000-05-19	0	61	75	78	
ch2000-05-20	0	42	66	70	
ch2000-05-21	0	88	128	140	
ch2000-05-22	0	60	73	76	
ch2000-05-23	0	51	76	78	
ch2000-05-24	0	55	78	78	
ch2000-05-25	0	62	77	78	
ch2000-05-26	0	55	76	78	
ch2000-05-28	0	110	135	142	
ch2000-05-29	0	64	77	78	
ch2000-05-30	0	50	74	74	
ch2000-05-31	0	63	75	78	
ch2000-06-04	0	91	134	142	
ch2000-06-11	0	96	134	142	
ch2000-06-18	0	89	135	142	
ch2000-06-25	0	95	136	142	
ch2000-07-02	0	90	134	142	
ch2000-07-03	0	59	76	78	
ch2000-07-04	25	54	78	78	usa1999-12-10=25
ch2000-07-05	0	57	75	76	
ch2000-07-09	0	97	133	142	
ch2000-07-10	0	53	75	78	
ch2000-07-11	0	62	71	76	
ch2000-07-12	0	52	73	78	
ch2000-07-13	0	63	76	78	
ch2000-07-14	0	59	75	76	
ch2000-07-15	0	48	71	72	
ch2000-07-16	0	89	132	142	
ch2000-07-17	0	57	74	76	
ch2000-07-18	0	59	76	78	
ch2000-07-19	0	57	76	78	
ch2000-07-20	0	58	73	78	
ch2000-07-21	0	53	76	78	
ch2000-07-22	0	40	68	72	
ch2000-07-23	0	105	134	142	
ch2000-07-24	0	63	75	78	
ch2000-07-25	0	58	78	78	
ch2000-07-26	0	57	72	76	
ch2000-07-27	0	52	74	78	
ch2000-07-30	0	92	138	142	
ch2000-07-31	0	55	72	78	
ch2000-08-01	0	59	76	76	
ch2000-08-02	0	60	73	78	
ch2000-08-03	0	60	75	78	
ch2000-08-04	0	61	75	76	
ch2000-08-05	0	36	69	70	
ch2000-08-06	0	97	134	142	
ch2000-08-07	0	62	78	78	
ch2000-08-08	0	58	71	76	
ch2000-08-09	0	59	74	78	
ch2000-08-10	0	59	73	78	
ch2000-08-11	0	51	76	76	
ch2000-08-12	0	48	71	74	
ch2000-08-13	0	85	129	142	
ch2000-08-14	0	54	77	78	
ch2000-08-15	0	64	78	78	
ch2000-08-16	0	57	77	78	
ch2000-08-17	0	61	72	76	
ch2000-08-18	0	56	78	78	
ch2000-08-19	0	40	67	70	
ch2000-08-20	0	84	138	142	
ch2000-08-21	0	62	78	78	
ch2000-08-22	0	64	74	76	
ch2000-08-23	0	63	77	78	
ch2000-08-24	0	62	73	78	
ch2000-08-25	0	60	75	78	
ch2000-08-26	0	37	60	68	
ch2000-08-27	0	98	133	142	
ch2000-08-28	0	60	76	78	
ch2000-08-29	0	48	70	74	
ch2000-08-30	0	58	73	76	
ch2000-08-31	0	52	78	78	
ch2000-09-01	0	48	73	74	
ch2000-09-02	0	41	69	70	
ch2000-09-03	0	84	132	142	
ch2000-09-04	0	55	77	78	
ch2000-09-05	0	54	72	74	
ch2000-09-06	0	59	77	78	
ch2000-09-07	0	54	74	78	
ch2000-09-08	0	62	74	78	
ch2000-09-09	0	45	70	72	
ch2000-09-10	0	107	135	142	
ch2000-09-11	0	62	75	78	
ch2000-09-12	0	57	75	78	
ch2000-09-13	0	57	76	78	
ch2000-09-14	0	49	66	74	
ch2000-09-15	0	69	76	78	
ch2000-09-16	0	46	70	72	
ch2000-09-17	0	103	132	142	
ch2000-09-18	0	57	76	78	
ch2000-09-19	0	66	76	78	
ch2000-09-20	0	57	74	76	
ch2000-09-21	0	57	77	78	
ch2000-09-22	0	55	74	78	
ch2000-09-23	0	47	67	70	
ch2000-09-24	0	95	136	142	
ch2000-09-25	0	61	75	78	
ch2000-09-26	0	63	78	78	
ch2000-09-27	0	54	74	78	
ch2000-09-28	0	63	77	78	
ch2000-09-29	0	61	77	78	
ch2000-09-30	0	44	66	70	
ch2000-10-01	0	93	130	142	
ch2000-10-02	0	64	78	78	
ch2000-10-03	0	56	74	76	
ch2000-10-04	0	43	75	76	
ch2000-10-05	0	54	74	76	
ch2000-10-06	0	57	74	78	
ch2000-10-07	0	38	64	68	
ch2000-10-08	0	97	134	142	
ch2000-10-09	0	56	71	76	
ch2000-10-10	0	56	77	78	
ch2000-10-11	0	50	75	78	
ch2000-10-12	0	60	78	78	
ch2000-10-13	0	63	73	78	
ch2000-10-15	0	86	134	142	
ch2000-10-17	0	64	74	76	
ch2000-10-18	0	49	75	78	
ch2000-10-19	0	54	73	74	
ch2000-10-20	0	58	75	78	
ch2000-10-22	0	100	134	142	
ch2000-10-23	0	52	77	78	
ch2000-10-24	0	65	74	78	
ch2000-10-25	0	58	70	74	
ch2000-10-26	0	58	77	78	
ch2000-10-27	0	52	69	72	
ch2000-10-28	0	45	72	72	
ch2000-10-29	0	95	133	142	
ch2000-10-30	0	59	76	78	
ch2000-10-31	0	62	78	78	
ch2000-11-01	0	69	79	80	
ch2000-11-02	0	57	73	76	
ch2000-11-03	0	62	77	78	
ch2000-11-04	0	40	67	70	
ch2000-11-05	0	97	138	142	
ch2000-11-06	0	58	69	74	
ch2000-11-07	0	64	74	78	
ch2000-11-08	0	50	75	76	
ch2000-11-09	0	60	77	78	
ch2000-11-10	0	59	75	78	
ch2000-11-11	0	36	67	68	
ch2000-11-12	0	101	133	142	
ch2000-11-13	0	57	78	78	
ch2000-11-14	0	59	78	78	
ch2000-11-15	0	55	76	78	
ch2000-11-16	0	54	76	78	
ch2000-11-17	0	59	73	78	
ch2000-11-18	0	34	65	68	
ch2000-11-19	0	103	139	142	
ch2000-11-20	0	55	77	78	
ch2000-11-21	0	57	78	78	
ch2000-11-22	0	66	76	78	
ch2000-11-23	0	57	77	78	
ch2000-11-24	0	57	70	74	
ch2000-11-25	0	48	69	70	
ch2000-11-26	0	96	134	142	
ch2000-11-27	0	58	76	76	
ch2000-11-28	0	66	78	78	
ch2000-11-29	0	59	78	78	
ch2000-11-30	0	52	74	78	
ch2000-12-01	0	53	77	78	
ch2000-12-03	0	96	132	142	
ch2000-12-10	0	102	142	142	
ch2000-12-11	0	60	78	78	
ch2000-12-12	0	56	69	74	
ch2000-12-13	0	64	77	78	
ch2000-12-14	0	63	77	78	
ch2000-12-15	0	55	73	78	
ch2000-12-16	0	45	67	70	
ch2000-12-17	0	106	139	142	
ch2000-12-18	0	57	77	78	
ch2000-12-19	0	57	78	78	
ch2000-12-20	0	58	76	78	
ch2000-12-21	0	51	76	78	
ch2000-12-22	0	68	77	78	
ch2000-12-23	0	39	69	70	
ch2000-12-24	0	91	133	142	
ch2000-12-25	0	64	77	78	
ch2000-12-26	0	65	76	78	
ch2000-12-27	0	55	77	78	
ch2000-12-28	0	53	76	78	
ch2000-12-29	0	47	71	76	
ch2000-12-30	0	50	67	72	
ch2000-12-31	0	101	137	142	
ch2001-01-07	0	92	130	142	
ch2001-01-14	0	83	130	142	
ch2001-01-21	0	88	132	142	
ch2001-01-28	0	99	137	142	
ch2001-02-04	0	104	139	142	
ch2001-02-11	0	103	138	142	
ch2001-02-18	0	93	134	140	
ch2001-02-25	0	111	136	142	
ch2001-03-04	0	107	141	142	
ch2001-03-11	0	104	135	142	
ch2001-03-18	0	93	134	142	
ch2001-03-25	0	103	140	146	
ch2001-04-01	0	93	134	142	
ch2001-04-08	0	107	137	142	
ch2001-04-15	0	104	139	142	
ch2001-04-22	0	100	134	142	
ch2001-06-03	0	103	134	142	
ch2001-06-10	0	101	135	142	
ch2001-06-17	0	103	136	142	
ch2001-06-24	0	98	135	140	
ch2001-07-01	0	100	135	142	
ch2001-07-08	0	97	141	142	
ch2001-07-15	0	99	136	140	
ch2001-07-22	0	104	139	142	
ch2001-07-29	0	101	133	140	
ch2001-08-05	0	95	136	144	
ch2001-08-12	0	93	136	142	
ch2001-08-19	0	107	139	142	
ch2001-08-23	0	109	134	142	
ch2001-08-26	0	103	135	142	
ch2001-09-02	0	90	136	138	
ch2001-09-09	0	105	130	140	
ch2001-09-16	0	91	131	142	
ch2001-09-30	0	104	136	142	
ch2001-10-07	0	92	134	142	
ch2001-10-14	0	97	128	142	
ch2001-10-21	0	93	135	142	
ch2001-10-28	0	81	137	142	
ch2001-11-04	0	102	134	142	
ch2001-11-11	0	90	132	142	
ch2001-11-18	0	104	134	142	
ch2001-11-25	0	96	132	142	
ch2001-12-02	0	72	141	142	
ch2001-12-09	0	90	136	142	
ch2001-12-16	0	89	135	140	
ch2001-12-23	0	97	135	142	
ch2001-12-30	0	100	130	142	
ch2002-01-06	0	90	135	142	
ch2002-01-13	0	87	130	140	
ch2002-01-20	0	103	131	142	
ch2002-01-27	0	101	134	142	
ch2002-02-03	0	101	133	142	
ch2002-02-10	0	91	133	142	
ch2002-02-17	0	103	132	144	
