xdid	similar_grid_pct	reused_clues	reused_answers	total_clues	matches
nyt1965-08-28	0	23	61	70	
nyt1965-08-29	0	41	117	134	
nyt1965-08-30	0	38	71	76	
nyt1965-08-31	0	41	71	74	
nyt1965-09-01	0	34	70	76	
nyt1965-09-02	0	38	72	78	
nyt1965-09-03	0	37	66	72	
nyt1965-09-04	0	40	66	76	
nyt1965-09-05	0	70	124	156	
nyt1965-09-06	0	40	63	74	
nyt1965-09-07	0	41	70	74	
nyt1965-09-08	0	48	71	76	
nyt1965-09-09	0	43	73	76	
nyt1965-09-10	0	40	72	78	
nyt1965-09-11	0	31	70	74	
nyt1965-09-12	0	37	115	132	
nyt1965-09-13	0	32	74	78	
nyt1965-09-14	0	45	75	78	
nyt1965-09-15	0	49	72	76	
nyt1965-09-16	0	46	74	78	
nyt1965-09-17	0	38	73	78	
nyt1965-09-19	0	80	147	168	
nyt1965-09-20	0	42	71	74	
nyt1965-09-21	0	36	69	76	
nyt1965-09-22	0	40	76	78	
nyt1965-09-23	0	45	71	76	
nyt1965-09-24	0	44	75	78	
nyt1965-09-27	0	37	68	74	
nyt1965-09-28	0	36	72	78	
nyt1965-09-29	0	30	62	70	
nyt1965-09-30	0	42	69	76	
nyt1965-10-01	0	33	69	76	
nyt1965-10-04	0	38	75	78	
nyt1965-10-05	0	40	69	74	
nyt1965-10-06	0	26	66	70	
nyt1965-10-07	0	33	72	78	
nyt1965-10-08	0	36	64	74	
nyt1965-10-09	0	28	65	74	
nyt1965-10-12	0	34	69	72	
nyt1965-10-19	0	28	68	72	
nyt1965-10-20	0	45	79	80	
nyt1965-10-21	0	34	69	76	
nyt1965-10-22	0	45	69	78	
nyt1965-10-23	0	37	72	78	
nyt1965-10-24	0	51	124	140	
nyt1965-10-25	0	45	68	74	
nyt1965-10-26	0	35	70	74	
nyt1965-10-27	0	46	75	80	
nyt1965-10-28	0	52	70	76	
nyt1965-10-29	0	26	69	74	
nyt1965-10-30	0	45	73	76	
nyt1965-10-31	0	70	150	172	
nyt1965-11-01	0	36	74	76	
nyt1965-11-02	0	38	68	70	
nyt1965-11-03	0	37	70	76	
nyt1965-11-04	0	39	73	76	
nyt1965-11-05	0	46	74	78	
nyt1965-11-06	0	38	69	78	
nyt1965-11-07	0	46	127	138	
nyt1965-11-08	0	46	73	76	
nyt1965-11-09	0	32	75	78	
nyt1965-11-10	0	37	69	74	
nyt1965-11-11	0	35	72	76	
nyt1965-11-12	0	41	67	72	
nyt1965-11-13	0	39	71	74	
nyt1965-11-14	0	83	159	174	
nyt1965-11-15	0	42	67	76	
nyt1965-11-16	0	29	68	74	
nyt1965-11-17	0	35	68	76	
nyt1965-11-18	0	44	69	74	
nyt1965-11-19	0	47	72	78	
nyt1965-11-20	0	34	61	70	
nyt1965-11-21	0	73	125	140	
nyt1965-11-22	0	37	75	78	
nyt1965-11-23	0	37	66	72	
nyt1965-11-24	0	34	70	80	
nyt1965-11-25	0	28	66	76	
nyt1965-11-26	0	43	67	74	
nyt1965-11-27	0	39	71	76	
nyt1965-11-28	0	57	144	172	
nyt1965-11-29	0	44	69	76	
nyt1965-11-30	0	41	71	76	
nyt1965-12-01	0	45	72	78	
nyt1965-12-02	0	36	72	78	
nyt1965-12-03	0	31	62	70	
nyt1965-12-04	0	39	70	78	
nyt1965-12-05	0	64	114	140	
nyt1965-12-06	0	47	70	76	
nyt1965-12-07	0	38	72	74	
nyt1965-12-08	0	33	68	72	
nyt1965-12-09	0	38	67	70	
nyt1965-12-10	0	44	70	76	
nyt1965-12-11	0	42	71	74	
nyt1965-12-12	0	75	162	170	
nyt1965-12-13	0	48	75	78	
nyt1965-12-14	0	28	65	70	
nyt1965-12-15	0	39	71	78	
nyt1965-12-16	0	34	67	70	
nyt1965-12-17	0	39	67	76	
nyt1965-12-18	0	39	72	76	
nyt1965-12-19	0	61	122	140	
nyt1965-12-20	0	41	72	76	
nyt1965-12-21	0	36	65	74	
nyt1965-12-22	0	39	68	74	
nyt1965-12-23	0	44	72	78	
nyt1965-12-24	0	40	70	76	
nyt1965-12-25	0	33	73	76	
nyt1965-12-26	0	59	135	162	
nyt1965-12-27	0	42	72	78	
nyt1965-12-28	0	46	70	76	
nyt1965-12-29	0	34	62	74	
nyt1965-12-30	0	36	64	72	
nyt1965-12-31	0	48	72	78	
nyt1966-01-01	0	39	69	74	
nyt1966-01-02	0	40	108	130	
nyt1966-01-03	0	48	72	78	
nyt1966-01-04	0	33	67	74	
nyt1966-01-05	0	39	70	78	
nyt1966-01-06	0	48	73	76	
nyt1966-01-07	0	33	70	74	
nyt1966-01-08	0	27	62	72	
nyt1966-01-09	0	74	157	170	
nyt1966-01-10	0	41	76	78	
nyt1966-01-11	0	38	73	78	
nyt1966-01-12	0	46	78	78	
nyt1966-01-13	0	39	73	76	
nyt1966-01-14	0	38	70	76	
nyt1966-01-15	0	33	68	72	
nyt1966-01-16	0	65	129	138	
nyt1966-01-17	0	34	70	72	
nyt1966-01-18	0	36	68	76	
nyt1966-01-19	0	39	73	78	
nyt1966-01-20	0	42	71	72	
nyt1966-01-21	0	40	72	78	
nyt1966-01-22	0	47	75	78	
nyt1966-01-23	0	43	140	160	
nyt1966-01-24	0	39	68	74	
nyt1966-01-25	0	34	66	76	
nyt1966-01-26	0	35	73	74	
nyt1966-01-27	0	37	71	78	
nyt1966-01-28	0	48	71	78	
nyt1966-01-29	0	22	64	70	
nyt1966-01-30	0	67	127	140	
nyt1966-01-31	0	36	71	72	
nyt1966-02-01	0	48	73	76	
nyt1966-02-02	0	38	72	72	
nyt1966-02-03	0	44	67	72	
nyt1966-02-04	0	28	62	72	
nyt1966-02-05	0	30	67	72	
nyt1966-02-06	0	62	138	166	
nyt1966-02-07	0	45	75	76	
nyt1966-02-08	0	30	69	74	
nyt1966-02-09	0	42	70	72	
nyt1966-02-10	0	46	70	76	
nyt1966-02-11	0	47	72	74	
nyt1966-02-12	0	45	76	78	
nyt1966-02-13	0	26	120	134	
nyt1966-02-14	0	44	77	80	
nyt1966-02-15	0	33	63	74	
nyt1966-02-16	0	39	75	76	
nyt1966-02-17	0	46	70	74	
nyt1966-02-18	0	38	70	76	
nyt1966-02-19	0	31	63	72	
nyt1966-02-20	0	69	153	168	
nyt1966-02-21	0	46	70	74	
nyt1966-02-22	0	46	70	76	
nyt1966-02-23	0	44	70	76	
nyt1966-02-24	0	38	67	72	
nyt1966-02-25	0	36	70	76	
nyt1966-02-26	0	41	70	76	
nyt1966-02-27	0	55	133	140	
nyt1966-02-28	0	40	76	76	
nyt1966-03-01	0	47	74	78	
nyt1966-03-02	0	45	77	80	
nyt1966-03-03	0	36	69	76	
nyt1966-03-04	0	35	69	74	
nyt1966-03-05	0	43	73	78	
nyt1966-03-06	0	54	124	154	
nyt1966-03-07	0	30	69	74	
nyt1966-03-08	0	43	70	74	
nyt1966-03-09	0	37	74	78	
nyt1966-03-10	0	38	73	78	
nyt1966-03-11	0	31	74	78	
nyt1966-03-12	0	40	70	74	
nyt1966-03-13	0	61	113	140	
nyt1966-03-14	0	41	73	78	
nyt1966-03-15	0	44	73	76	
nyt1966-03-16	0	39	72	76	
nyt1966-03-17	0	24	66	72	
nyt1966-03-18	0	27	68	74	
nyt1966-03-19	0	35	69	74	
nyt1966-03-20	0	82	143	168	
nyt1966-03-21	0	41	71	76	
nyt1966-03-22	0	31	68	76	
nyt1966-03-23	0	38	67	74	
nyt1966-03-24	0	32	65	74	
nyt1966-03-25	0	35	70	72	
nyt1966-03-26	0	31	76	78	
nyt1966-03-27	0	44	123	136	
nyt1966-03-28	0	43	70	72	
nyt1966-03-29	0	51	70	78	
nyt1966-03-30	0	37	71	76	
nyt1966-03-31	0	28	64	70	
nyt1966-04-01	0	32	60	72	
nyt1966-04-02	0	28	61	74	
nyt1966-04-03	0	73	156	170	
nyt1966-04-04	0	42	73	78	
nyt1966-04-05	0	32	75	78	
nyt1966-04-06	0	42	77	80	
nyt1966-04-07	0	42	70	76	
nyt1966-04-08	0	22	61	70	
nyt1966-04-09	0	30	61	72	
nyt1966-04-10	0	64	124	140	
nyt1966-04-11	0	34	67	72	
nyt1966-04-12	0	42	74	78	
nyt1966-04-13	0	40	70	76	
nyt1966-04-14	0	31	70	76	
nyt1966-04-15	0	42	72	76	
nyt1966-04-16	0	33	69	72	
nyt1966-04-17	0	53	131	170	
nyt1966-04-18	0	44	70	76	
nyt1966-04-19	0	30	71	78	
nyt1966-04-20	0	30	71	72	
nyt1966-04-21	0	44	68	74	
nyt1966-04-22	0	38	67	78	
nyt1966-04-23	0	31	69	72	
nyt1966-04-24	0	53	120	140	
nyt1966-04-25	0	45	73	76	
nyt1966-04-26	0	34	67	76	
nyt1966-04-27	0	48	71	78	
nyt1966-04-28	0	47	71	76	
nyt1966-04-29	0	28	69	70	
nyt1966-04-30	0	37	69	76	
nyt1966-05-01	0	43	126	150	
nyt1966-05-02	0	45	74	76	
nyt1966-05-03	0	42	69	74	
nyt1966-05-04	0	42	66	72	
nyt1966-05-05	0	30	70	74	
nyt1966-05-06	0	34	72	78	
nyt1966-05-07	0	41	71	76	
nyt1966-05-08	0	30	104	130	
nyt1966-05-09	0	37	70	76	
nyt1966-05-10	0	42	69	76	
nyt1966-05-11	0	42	69	72	
nyt1966-05-12	0	36	68	74	
nyt1966-05-13	0	24	67	76	
nyt1966-05-14	0	45	67	74	
nyt1966-05-15	0	87	162	172	
nyt1966-05-16	0	32	71	76	
nyt1966-05-17	0	39	73	74	
nyt1966-05-18	0	36	69	74	
nyt1966-05-19	0	41	78	80	
nyt1966-05-20	0	38	69	76	
nyt1966-05-21	0	28	72	80	
nyt1966-05-22	0	69	119	134	
nyt1966-05-23	0	37	67	76	
nyt1966-05-24	0	20	57	74	
nyt1966-05-25	0	35	69	74	
nyt1966-05-26	0	26	69	76	
nyt1966-05-27	0	36	67	74	
nyt1966-05-28	0	47	66	76	
nyt1966-05-29	0	84	156	174	
nyt1966-05-30	0	56	74	76	
nyt1966-05-31	0	33	66	74	
nyt1966-06-01	0	30	75	78	
nyt1966-06-02	0	34	66	72	
nyt1966-06-03	0	20	69	76	
nyt1966-06-04	0	38	69	76	
nyt1966-06-05	0	59	128	140	
nyt1966-06-06	0	50	76	80	
nyt1966-06-07	0	38	72	74	
nyt1966-06-08	0	47	73	78	
nyt1966-06-09	0	45	74	78	
nyt1966-06-10	0	50	69	74	
nyt1966-06-11	0	41	71	76	
nyt1966-06-12	0	61	151	170	
nyt1966-06-13	0	33	70	74	
nyt1966-06-14	0	39	70	74	
nyt1966-06-15	0	46	76	78	
nyt1966-06-16	0	38	77	78	
nyt1966-06-17	0	40	74	78	
nyt1966-06-18	0	38	70	76	
nyt1966-06-19	0	59	118	140	
nyt1966-06-20	0	40	75	78	
nyt1966-06-21	0	41	70	76	
nyt1966-06-22	0	36	70	74	
nyt1966-06-23	72	48	77	78	nyt1965-09-24=72
nyt1966-06-24	0	41	73	76	
nyt1966-06-25	0	31	61	68	
nyt1966-06-26	0	88	153	170	
nyt1966-06-27	0	35	69	76	
nyt1966-06-28	0	48	70	78	
nyt1966-06-29	0	44	74	76	
nyt1966-06-30	0	40	72	76	
nyt1966-07-01	0	42	74	78	
nyt1966-07-02	0	43	72	78	
nyt1966-07-03	0	56	126	140	
nyt1966-07-04	0	40	72	78	
nyt1966-07-05	0	43	75	78	
nyt1966-07-06	0	50	74	78	
nyt1966-07-07	0	38	69	76	
nyt1966-07-08	0	46	75	78	
nyt1966-07-09	0	42	67	74	
nyt1966-07-10	0	78	154	176	
nyt1966-07-11	0	38	74	78	
nyt1966-07-12	0	45	71	76	
nyt1966-07-13	0	42	68	76	
nyt1966-07-14	0	45	72	76	
nyt1966-07-15	0	47	73	76	
nyt1966-07-16	0	29	62	70	
nyt1966-07-17	0	68	125	144	
nyt1966-07-18	0	35	70	74	
nyt1966-07-19	0	40	68	72	
nyt1966-07-20	0	42	73	76	
nyt1966-07-21	0	40	67	74	
nyt1966-07-22	0	43	68	76	
nyt1966-07-23	0	42	71	76	
nyt1966-07-24	0	48	137	156	
nyt1966-07-25	0	45	71	76	
nyt1966-07-26	0	48	76	78	
nyt1966-07-27	0	34	65	68	
nyt1966-07-28	0	44	71	76	
nyt1966-07-29	0	39	66	74	
nyt1966-07-30	0	46	73	76	
nyt1966-07-31	0	73	128	142	
nyt1966-08-01	0	47	74	80	
nyt1966-08-02	0	51	76	78	
nyt1966-08-03	0	36	72	74	
nyt1966-08-04	0	41	69	74	
nyt1966-08-05	0	42	69	74	
nyt1966-08-06	0	38	68	70	
nyt1966-08-07	0	78	136	168	
nyt1966-08-08	0	37	60	74	
nyt1966-08-09	0	44	69	76	
nyt1966-08-10	0	31	68	70	
nyt1966-08-11	0	35	72	76	
nyt1966-08-12	0	38	74	80	
nyt1966-08-13	0	56	69	74	
nyt1966-08-14	0	51	117	134	
nyt1966-08-15	0	46	73	78	
nyt1966-08-16	0	39	72	76	
nyt1966-08-17	0	48	73	76	
nyt1966-08-18	0	35	69	76	
nyt1966-08-19	0	44	73	78	
nyt1966-08-20	0	49	71	74	
nyt1966-08-21	0	72	156	170	
nyt1966-08-22	0	42	75	78	
nyt1966-08-23	0	56	74	78	
nyt1966-08-24	0	45	69	76	
nyt1966-08-25	0	41	66	76	
nyt1966-08-26	0	43	67	74	
nyt1966-08-27	0	41	66	74	
nyt1966-08-28	0	46	124	134	
nyt1966-08-29	0	47	76	78	
nyt1966-08-30	0	51	73	78	
nyt1966-08-31	0	43	71	76	
nyt1966-09-01	0	48	73	74	
nyt1966-09-02	0	39	68	72	
nyt1966-09-03	0	33	66	76	
nyt1966-09-04	0	80	154	166	
nyt1966-09-05	0	44	67	74	
nyt1966-09-06	0	41	71	72	
nyt1966-09-07	0	54	75	80	
nyt1966-09-08	0	48	75	78	
nyt1966-09-09	0	51	76	78	
nyt1966-09-10	0	40	66	72	
nyt1966-09-11	0	43	117	134	
nyt1966-09-12	0	43	71	72	
nyt1966-09-13	0	41	71	74	
nyt1966-09-14	0	39	73	76	
nyt1966-09-15	0	39	66	74	
nyt1966-09-16	0	47	68	74	
nyt1966-09-17	0	39	65	70	
nyt1966-09-18	0	82	159	172	
nyt1966-09-19	0	47	73	80	
nyt1966-09-20	0	43	66	74	
nyt1966-09-21	0	45	75	78	
nyt1966-09-22	0	38	68	74	
nyt1966-09-23	0	45	71	76	
nyt1966-09-24	0	41	72	76	
nyt1966-09-25	0	64	114	140	
nyt1966-09-26	0	32	74	76	
nyt1966-09-27	0	32	74	78	
nyt1966-09-28	0	42	70	76	
nyt1966-09-29	0	35	71	72	
nyt1966-09-30	0	37	70	76	
nyt1966-10-01	0	36	69	76	
nyt1966-10-02	0	86	154	174	
nyt1966-10-03	0	41	74	78	
nyt1966-10-04	0	36	68	72	
nyt1966-10-05	0	42	71	74	
nyt1966-10-06	0	45	73	76	
nyt1966-10-07	0	46	71	74	
nyt1966-10-08	0	25	67	78	
nyt1966-10-09	0	44	125	138	
nyt1966-10-10	0	42	76	78	
nyt1966-10-11	0	48	71	76	
nyt1966-10-12	0	54	72	76	
nyt1966-10-13	0	32	69	76	
nyt1966-10-14	0	38	70	76	
nyt1966-10-15	0	15	62	72	
nyt1966-10-16	0	71	153	168	
nyt1966-10-17	0	30	67	74	
nyt1966-10-18	0	37	68	70	
nyt1966-10-19	0	31	74	78	
nyt1966-10-20	0	51	70	76	
nyt1966-10-21	0	39	69	72	
nyt1966-10-22	0	39	72	76	
nyt1966-10-23	0	40	104	130	
nyt1966-10-24	0	51	75	78	
nyt1966-10-25	0	42	73	78	
nyt1966-10-26	0	33	62	70	
nyt1966-10-27	0	46	77	78	
nyt1966-10-28	28	35	72	72	nyt1963-02-18=28
nyt1966-10-29	0	45	73	78	
nyt1966-10-30	0	94	153	174	
nyt1966-10-31	0	43	70	76	
nyt1966-11-01	0	44	72	74	
nyt1966-11-02	0	48	75	78	
nyt1966-11-03	0	42	73	76	
nyt1966-11-04	0	52	71	74	
nyt1966-11-05	0	48	69	78	
nyt1966-11-06	0	62	129	140	
nyt1966-11-07	0	51	73	78	
nyt1966-11-08	0	44	72	74	
nyt1966-11-09	0	42	65	74	
nyt1966-11-10	0	25	58	70	
nyt1966-11-11	0	36	74	76	
nyt1966-11-12	0	39	74	76	
nyt1966-11-13	0	74	147	166	
nyt1966-11-14	0	52	71	78	
nyt1966-11-15	0	38	67	76	
nyt1966-11-16	0	45	72	74	
nyt1966-11-17	0	42	70	78	
nyt1966-11-18	0	40	67	74	
nyt1966-11-19	0	41	75	76	
nyt1966-11-20	0	51	131	140	
nyt1966-11-21	0	43	67	74	
nyt1966-11-22	0	44	76	78	
nyt1966-11-23	0	26	68	70	
nyt1966-11-24	25	41	74	74	nyt1956-04-23=25
nyt1966-11-25	0	38	64	70	
nyt1966-11-26	0	27	66	74	
nyt1966-11-27	0	72	138	158	
nyt1966-11-28	0	48	72	78	
nyt1966-11-29	0	42	69	78	
nyt1966-11-30	0	49	74	78	
nyt1966-12-01	0	46	71	78	
nyt1966-12-02	0	41	69	76	
nyt1966-12-03	0	35	70	76	
nyt1966-12-04	0	65	125	140	
nyt1966-12-05	0	47	73	76	
nyt1966-12-06	0	38	70	74	
nyt1966-12-07	0	43	74	76	
nyt1966-12-08	0	37	67	74	
nyt1966-12-09	0	37	59	72	
nyt1966-12-10	0	51	73	76	
nyt1966-12-11	0	65	128	156	
nyt1966-12-12	0	45	69	78	
nyt1966-12-13	0	43	69	72	
nyt1966-12-14	0	38	68	74	
nyt1966-12-15	0	37	68	76	
nyt1966-12-16	0	33	63	74	
nyt1966-12-17	0	45	75	78	
nyt1966-12-18	0	69	127	142	
nyt1966-12-19	0	49	75	76	
nyt1966-12-20	0	44	74	78	
nyt1966-12-21	0	44	76	78	
nyt1966-12-22	0	40	74	76	
nyt1966-12-23	0	50	73	78	
nyt1966-12-24	0	28	70	76	
nyt1966-12-25	0	84	143	172	
nyt1966-12-26	0	46	71	78	
nyt1966-12-27	0	45	71	78	
nyt1966-12-28	0	44	75	78	
nyt1966-12-29	0	42	72	74	
nyt1966-12-30	0	46	74	78	
nyt1966-12-31	0	38	66	72	
nyt1967-01-01	0	75	120	138	
nyt1967-01-02	0	40	72	74	
nyt1967-01-03	0	47	71	78	
nyt1967-01-04	0	44	75	76	
nyt1967-01-05	0	33	62	72	
nyt1967-01-06	0	33	66	74	
nyt1967-01-07	0	43	73	78	
nyt1967-01-08	0	72	143	168	
nyt1967-01-09	0	38	65	68	
nyt1967-01-10	0	23	67	74	
nyt1967-01-11	0	51	76	78	
nyt1967-01-12	0	43	72	76	
nyt1967-01-13	0	38	71	76	
nyt1967-01-14	0	36	67	72	
nyt1967-01-15	0	66	126	136	
nyt1967-01-16	0	44	70	76	
nyt1967-01-17	0	39	68	76	
nyt1967-01-18	0	50	71	72	
nyt1967-01-19	0	43	70	76	
nyt1967-01-20	0	31	64	72	
nyt1967-01-21	0	47	72	76	
nyt1967-01-22	0	95	136	166	
nyt1967-01-23	0	48	74	78	
nyt1967-01-24	0	53	75	78	
nyt1967-01-25	0	47	72	74	
nyt1967-01-26	0	39	73	74	
nyt1967-01-27	0	48	71	76	
nyt1967-01-28	0	38	61	70	
nyt1967-01-29	0	68	128	140	
nyt1967-01-30	0	48	78	80	
nyt1967-01-31	0	45	77	78	
nyt1967-02-01	0	49	74	76	
nyt1967-02-02	0	48	72	74	
nyt1967-02-03	0	37	67	72	
nyt1967-02-04	0	40	68	76	
nyt1967-02-05	0	83	155	168	
nyt1967-02-06	0	44	75	78	
nyt1967-02-07	0	46	71	76	
nyt1967-02-08	0	46	68	76	
nyt1967-02-09	0	50	75	78	
nyt1967-02-10	0	41	73	74	
nyt1967-02-11	0	28	61	70	
nyt1967-02-12	0	62	128	140	
nyt1967-02-13	0	45	67	76	
nyt1967-02-14	0	35	68	72	
nyt1967-02-15	0	50	71	74	
nyt1967-02-16	0	36	62	72	
nyt1967-02-17	0	41	72	78	
nyt1967-02-18	0	46	69	76	
nyt1967-02-19	0	73	162	172	
nyt1967-02-20	0	53	75	78	
nyt1967-02-21	0	41	72	76	
nyt1967-02-22	0	46	71	78	
nyt1967-02-23	0	49	73	78	
nyt1967-02-24	0	38	78	80	
nyt1967-02-25	0	46	75	76	
nyt1967-02-26	0	61	116	132	
nyt1967-02-27	0	51	74	78	
nyt1967-02-28	0	42	74	76	
nyt1967-03-01	0	30	60	72	
nyt1967-03-02	0	39	72	78	
nyt1967-03-03	0	41	74	78	
nyt1967-03-04	0	44	72	76	
nyt1967-03-05	0	89	142	166	
nyt1967-03-06	0	41	74	78	
nyt1967-03-07	0	44	69	74	
nyt1967-03-08	0	43	66	74	
nyt1967-03-09	0	50	75	76	
nyt1967-03-10	0	39	72	74	
nyt1967-03-11	0	32	66	72	
nyt1967-03-12	0	36	115	132	
nyt1967-03-13	0	42	66	74	
nyt1967-03-14	0	56	77	80	
nyt1967-03-15	0	46	71	78	
nyt1967-03-16	0	51	76	78	
nyt1967-03-17	0	42	67	72	
nyt1967-03-18	0	38	69	74	
nyt1967-03-19	0	75	158	172	
nyt1967-03-20	0	57	76	78	
nyt1967-03-21	0	49	74	78	
nyt1967-03-22	0	39	69	72	
nyt1967-03-23	0	34	69	74	
nyt1967-03-24	0	51	73	78	
nyt1967-03-25	0	51	69	74	
nyt1967-03-26	0	64	129	140	
nyt1967-03-27	0	48	74	78	
nyt1967-03-28	0	40	69	72	
nyt1967-03-29	0	32	66	70	
nyt1967-03-30	0	51	74	78	
nyt1967-03-31	0	31	63	70	
nyt1967-04-01	0	51	76	78	
nyt1967-04-02	0	78	134	168	
nyt1967-04-03	0	45	73	78	
nyt1967-04-04	0	43	72	74	
nyt1967-04-05	0	43	77	78	
nyt1967-04-06	0	46	73	78	
nyt1967-04-07	0	42	68	76	
nyt1967-04-08	0	38	67	72	
nyt1967-04-09	0	35	122	136	
nyt1967-04-10	0	47	70	76	
nyt1967-04-11	0	45	72	76	
nyt1967-04-12	0	48	70	72	
nyt1967-04-13	0	43	74	76	
nyt1967-04-14	0	39	72	76	
nyt1967-04-15	0	48	76	78	
nyt1967-04-16	0	65	149	168	
nyt1967-04-17	0	42	77	78	
nyt1967-04-18	0	59	79	80	
nyt1967-04-19	0	48	71	78	
nyt1967-04-20	0	42	70	76	
nyt1967-04-21	0	45	71	74	
nyt1967-04-22	0	35	66	74	
nyt1967-04-23	0	63	114	138	
nyt1967-04-24	0	48	74	80	
nyt1967-04-25	0	57	72	76	
nyt1967-04-26	0	35	69	76	
nyt1967-04-27	0	33	71	72	
nyt1967-04-28	0	38	66	72	
nyt1967-04-29	0	35	73	76	
nyt1967-04-30	0	77	152	166	
nyt1967-05-01	0	32	66	74	
nyt1967-05-02	0	48	75	78	
nyt1967-05-03	0	45	70	74	
nyt1967-05-04	0	41	65	72	
nyt1967-05-05	0	40	69	74	
nyt1967-05-06	0	42	70	72	
nyt1967-05-07	0	62	131	140	
nyt1967-05-08	0	44	71	76	
nyt1967-05-09	0	47	73	78	
nyt1967-05-10	0	50	72	78	
nyt1967-05-11	0	44	68	70	
nyt1967-05-12	0	40	62	74	
nyt1967-05-13	0	39	67	76	
nyt1967-05-14	0	71	118	140	
nyt1967-05-15	0	51	74	78	
nyt1967-05-16	0	50	69	74	
nyt1967-05-17	0	42	70	76	
nyt1967-05-18	0	44	72	78	
nyt1967-05-19	0	46	70	76	
nyt1967-05-20	0	34	64	70	
nyt1967-05-21	0	57	123	140	
nyt1967-05-22	0	51	74	78	
nyt1967-05-23	0	48	72	76	
nyt1967-05-24	0	42	70	74	
nyt1967-05-25	0	33	64	72	
nyt1967-05-26	0	41	69	74	
nyt1967-05-27	0	38	63	70	
nyt1967-05-28	0	89	158	172	
nyt1967-05-29	0	33	64	74	
nyt1967-05-30	0	44	75	78	
nyt1967-05-31	0	44	74	78	
nyt1967-06-01	0	44	73	76	
nyt1967-06-02	0	38	73	76	
nyt1967-06-03	0	26	65	72	
nyt1967-06-04	0	54	125	138	
nyt1967-06-05	0	48	73	76	
nyt1967-06-06	0	38	68	76	
nyt1967-06-07	0	35	68	72	
nyt1967-06-08	0	52	75	78	
nyt1967-06-09	0	48	75	78	
nyt1967-06-10	0	39	69	76	
nyt1967-06-11	0	67	147	172	
nyt1967-06-12	0	43	74	78	
nyt1967-06-13	0	49	67	76	
nyt1967-06-14	0	40	72	76	
nyt1967-06-15	0	37	69	74	
nyt1967-06-16	0	50	75	78	
nyt1967-06-17	0	40	67	74	
nyt1967-06-18	0	58	124	140	
nyt1967-06-19	0	46	74	76	
nyt1967-06-20	0	40	69	74	
nyt1967-06-21	0	47	72	76	
nyt1967-06-22	0	52	72	76	
nyt1967-06-23	0	37	72	78	
nyt1967-06-24	0	30	67	70	
nyt1967-06-25	0	77	156	166	
nyt1967-06-26	0	46	77	78	
nyt1967-06-27	0	47	73	76	
nyt1967-06-28	0	37	72	76	
nyt1967-06-29	0	39	63	70	
nyt1967-06-30	0	42	74	76	
nyt1967-07-01	0	32	71	74	
nyt1967-07-02	0	58	116	138	
nyt1967-07-03	0	43	72	74	
nyt1967-07-04	0	38	64	76	
nyt1967-07-05	0	48	72	78	
nyt1967-07-06	0	40	72	74	
nyt1967-07-07	0	42	72	76	
nyt1967-07-08	0	46	73	76	
nyt1967-07-09	0	65	149	172	
nyt1967-07-10	0	47	74	78	
nyt1967-07-11	0	44	74	78	
nyt1967-07-12	0	50	71	78	
nyt1967-07-13	0	48	75	78	
nyt1967-07-14	0	49	70	78	
nyt1967-07-15	0	37	74	76	
nyt1967-07-16	0	45	132	138	
nyt1967-07-17	0	34	75	78	
nyt1967-07-18	0	55	70	76	
nyt1967-07-19	0	29	63	68	
nyt1967-07-20	0	41	66	74	
nyt1967-07-21	0	54	73	76	
nyt1967-07-22	0	32	69	78	
nyt1967-07-23	0	93	160	170	
nyt1967-07-24	0	39	73	78	
nyt1967-07-25	0	38	74	78	
nyt1967-07-26	0	42	68	70	
nyt1967-07-27	0	39	69	76	
nyt1967-07-28	26	39	70	72	nyt1961-07-08=26
nyt1967-07-29	0	36	75	78	
nyt1967-07-30	0	72	137	144	
nyt1967-07-31	0	44	70	78	
nyt1967-08-01	0	42	73	78	
nyt1967-08-02	0	50	72	76	
nyt1967-08-03	0	39	70	76	
nyt1967-08-04	0	39	75	78	
nyt1967-08-05	0	37	70	76	
nyt1967-08-06	0	73	149	170	
nyt1967-08-07	0	44	73	78	
nyt1967-08-08	0	40	77	78	
nyt1967-08-09	0	42	75	78	
nyt1967-08-10	0	36	66	76	
nyt1967-08-11	0	48	70	74	
nyt1967-08-12	0	40	73	80	
nyt1967-08-13	0	61	126	142	
nyt1967-08-14	0	47	73	76	
nyt1967-08-15	0	44	68	74	
nyt1967-08-16	0	41	74	78	
nyt1967-08-17	0	41	72	72	
nyt1967-08-18	0	35	63	72	
nyt1967-08-19	0	37	75	78	
nyt1967-08-20	0	80	152	168	
nyt1967-08-21	0	37	67	74	
nyt1967-08-22	0	31	66	70	
nyt1967-08-23	0	39	72	76	
nyt1967-08-24	0	45	70	76	
nyt1967-08-25	0	42	75	76	
nyt1967-08-26	0	43	71	74	
nyt1967-08-27	0	61	112	134	
nyt1967-08-28	0	48	75	78	
nyt1967-08-29	0	45	77	78	
nyt1967-08-30	0	49	72	76	
nyt1967-08-31	0	45	73	78	
nyt1967-09-01	0	42	70	78	
nyt1967-09-02	0	39	74	76	
nyt1967-09-03	0	66	127	140	
nyt1967-09-04	0	43	73	76	
nyt1967-09-05	0	46	72	76	
nyt1967-09-06	0	43	67	72	
nyt1967-09-07	0	43	72	76	
nyt1967-09-08	0	41	70	74	
nyt1967-09-09	0	44	68	72	
nyt1967-09-10	0	41	122	136	
nyt1967-09-11	0	45	74	78	
